Gene ID,ID
RPUSD2,27079
FRG2,448831
RPUSD3,285367
FRG1,2483
STRAP,11171
GAGE12G,645073
GAGE12H,729442
GAGE12E,729431
GAGE12F,100008586
GAGE12C,729422
GAGE12D,100132399
RPS10-NUDT3,100529239
GAGE12B,729428
AKAP8,10270
AKAP7,9465
AKAP6,9472
AKAP5,9495
AKAP4,8852
AKAP3,10566
AKAP1,8165
MIR3910-1,100500821
NCR3LG1,374383
LOC101927708,101927708
GAGE12I,26748
LOC101927709,101927709
GAGE12J,729396
MUC12-AS1,102724094
OLAH,55301
MIR3910-2,100500902
PDZK1IP1,10158
FAH,2184
UBE2E1-AS1,100874092
LOC102724804,102724804
FAP,2191
DLC1,10395
FAS,355
PPY2P,23614
FAU,2197
SIRPD,128646
SIRPG,55423
SNORD105B,100113382
SDR9C7,121214
TNFRSF14-AS1,115110
FBL,2091
NUSAP1,51203
SIRPA,140885
LOC101927727,101927727
LOC105374042,105374042
TBCCD1,55171
ANGEL2,90806
ANGEL1,23357
PAM16,51025
GLTPD2,388323
RGS9BP,388531
TBL1XR1,79718
ELMO1,9844
ELMO2,63916
ELMO3,79767
RELL1,768211
RELL2,285613
IL21-AS1,100996941
BZW1-AS1,101927795
ANTKMT,65990
ZC3H18,124245
LOC105374060,105374060
ZC3H13,23091
ZC3H14,79882
ZC3H15,55854
TGFB2,7042
TGFB1,7040
TGFB3,7043
LOC101927759,101927759
ADGRA1-AS1,100128127
BFAR,51283
NFKBIA,4792
DLG1,1739
FER,2241
DLG2,1740
DLG3,1741
DLG4,1742
FES,2242
DLG5,9231
FEV,54738
CLASRP,11129
TGFBI,7045
NFKBIE,4794
GRSF1,2926
NFKBID,84807
NFKBIB,4793
LOC101927769,101927769
DHTKD1,55526
ZC3H7A,29066
ZC3H7B,23264
NFKBIZ,64332
FGB,2244
FGA,2243
FGG,2266
BBOX1-AS1,103695435
LOC101927770,101927770
FGR,2268
PALLD,23022
CHMP3,51652
ECT2L,345930
CHMP6,79643
CHMP7,91782
CHMP5,51510
LOC101927787,101927787
RGS18,64407
RGS17,26575
RGS19,10287
RGS14,10636
SNORA68B,109616972
RGS13,6003
RGS16,6004
PALM3,342979
PPIP5K1P1-CATSPER2,110006325
SNORD103A,692234
DLL1,28514
SNORD103B,692235
STRN4,29888
DLL3,10683
SNORD103C,692200
STRN3,29966
DLL4,54567
IGFBPL1,347252
PALMD,54873
ACBD3-AS1,107985353
RGS21,431704
RGS20,8601
RGS22,26166
CLASP1,23332
CLASP2,23122
LOC101927798,101927798
DLK1,8788
DLK2,65989
LOC101927793,101927793
RGS10,6001
RGS12,6002
RGS11,8786
FLJ12825,440101
NOC2L,26155
FLICR,110437700
LOC642846,642846
TUB-AS1,101927917
SLC5A4-AS1,110806273
EVX1-AS,101410536
LDOC1,23641
FRS2,10818
FRS3,10817
LOC100129148,100129148
RABL3,285282
NOBOX,135935
RABL6,55684
FLG,2312
CDCA2,157313
CDCA3,83461
CDCA4,55038
CDCA5,113130
CDCA7,83879
CDCA8,55143
LOC100129138,100129138
LOC400541,400541
FUCA1,2517
FUCA2,2519
FN1,2335
MAGOHB,55110
TPBGL,100507050
RPL21P28,100131205
LOC400553,400553
CFAP97D1,284067
PANX1,24145
PIN1P1,5301
PANX2,56666
LOC102724579,102724579
MIR3688-1,100500881
OLR1,4973
MIR3688-2,100616303
LOC100130111,100130111
PANX3,116337
LOC102724580,102724580
SPHK2,56848
SPHK1,8877
OR7E91P,79315
FOS,2353
SLC7A4,6545
SLC7A5,8140
SLC7A6,9057
SLC7A7,9056
SLC7A8,23428
SLC7A9,11136
LOC100132781,100132781
NUP62CL,54830
CACUL1,143384
LOC150935,150935
ELOF1,84337
DLST,1743
NOC4L,79050
SREBF2-AS1,112637020
LOC102724593,102724593
SLC7A1,6541
SLC7A2,6542
SLC7A3,84889
RAPGEF4-AS1,91149
FRZB,2487
LOC100129175,100129175
MFN1,55669
MFN2,9927
P4HTM,54681
HOXA10-AS,100874323
TRAPPC10,7109
NOC3L,64318
RABIF,5877
FRK,2444
FRYL,285527
RAI1-AS1,100861516
PLOD3,8985
PLOD2,5352
PLOD1,5351
FRY,10129
ADORA3,140
ADORA1,134
LINCMD1,101154644
SYBU,55638
BNIP3L,665
CNTNAP3P2,643827
FST,10468
CLUHP3,100132341
MFNG,4242
IL6ST,3572
LOC100132741,100132741
FTL,2512
COL17A1,1308
FTO,79068
CHODL,140578
DLX1,1745
DLX2,1746
DLX3,1747
DLX4,1748
DLX5,1749
DLX6,1750
MIR3198-2,100616400
LOC652276,652276
MIR3198-1,100423025
FTX,100302692
CORO1A,11151
CORO1B,57175
CORO1C,23603
SLC14A1,6563
SLC14A2,8170
FUS,2521
LBX1-AS1,399806
ELOA2,51224
FUZ,80199
CORO2A,7464
CORO2B,10391
LOC102724562,102724562
NDC80,10403
SYCN,342898
TOB1-AS1,400604
CPEB2-DT,441009
CDC73,79577
RLBP1,6017
PKN2-AS1,101927891
LOC389602,389602
COMMD10,51397
MFRP,83552
SYF2,25949
RPL21P44,402176
FXN,2395
SLC5A11,115584
SLC5A12,159963
LOC102724511,102724511
SLC5A10,125206
RCHY1,25898
FSCB,84075
EHBP1,23301
CDC42,998
CDC45,8318
FYN,2534
FSD2,123722
FSD1,79187
MIF-AS1,284889
GADD45GIP1,90480
FGF7P6,387628
FGF7P3,654466
CDC5L,988
PCBP2-OT1,102157401
STUB1,10273
FSBP,100861412
FLJ46284,441369
CDC20,991
MIR6529,113839522
SLC9A3-AS1,100288152
CDC23,8697
HYKK,123688
CDC26,246184
PRSS43P,100288960
CDC27,996
ATP6V1E1,529
ATP6V1E2,90423
PCSEAT,105372808
ATP6V1G1,9550
ATP6V1G2,534
CDC40,51362
PYURF,100996939
CDC34,997
MIR6516,102466864
PRSS44P,729756
CDC37,11140
MIR6514,102465257
MIR6515,102466659
MIR6512,102465255
MIR6513,102465256
TRIB3,57761
MIR6510,102466658
TRIB1,10221
TRIB2,28951
ZNF324B,388569
OMA1,115209
CDKN2AIP,55602
MIR6509,102465254
MIR6507,102465253
MIR6508,102466972
MIR6505,102466657
PRSS45P,377047
MIR6506,102465252
MIR6503,102465250
MIR6504,102465251
MIR6501,102465248
MIR6502,102465249
MIR6500,102466656
SAGE2P,644717
ATP6V1C1,528
ATP6V1C2,245973
SMIM10L2B,644596
SMIM10L2A,399668
BMS1P2,642826
BMS1P1,399761
DSG1-AS1,101927718
BMS1P4,729096
FTH1P3,2498
PRSS46P,100287362
CDC16,8881
SLC2A4RG,56731
SYNM,23336
SNORA14A,677801
SNORA14B,677802
AGBL4-IT1,100874313
ZNF321P,399669
CRTAC1,55118
ZNF587B,100293516
CLSTN2-AS1,101927808
GAA,2548
FSHB,2488
PLAC9P1,389033
PRSS3P2,154754
SYN3,8224
SYN2,6854
SYN1,6853
GAK,2580
MRGPRF-AS1,101928200
GAL,51083
GAN,8139
FSHR,2492
DMC1,11144
NPY4R2,100996758
PRSS40A,150527
PRSS40B,646743
SYNC,81493
LOC100288637,100288637
SNORA16A,692073
SNORA16B,692157
NFIL3,4783
NCKAP5-AS1,101928185
LOC105378586,105378586
NCKAP5-AS2,101928161
ATP6V1G3,127124
ZNF585B,92285
ZNF585A,199704
SNORA17A,677804
SNORA17B,677824
GCA,25801
PRSS42P,339906
GCG,2641
HYPK,25764
GCK,2645
CFHR2,3080
CFHR1,3078
CFHR4,10877
CFHR3,10878
CFHR5,81494
LOC105378577,105378577
SRP19,6728
SYS1,90196
PCDH11Y,83259
AMHR2,269
GDA,9615
RPP30,10556
PCDH11X,27328
SNORA103,106635533
WASHC2C,253725
SNORA104,106635534
SRP14,6727
SNORA107,106635542
SNORA108,106635543
SNORA109,106635544
WASHC2A,387680
SNORA100,106635532
BORCS8,729991
BORCS7,119032
RPP38,10557
BORCS6,54785
BORCS5,118426
SNORA11B,100124539
SNORA113,109623461
SNORA114,109623488
SNORA115,109623482
SNORA116,109623462
SNORA117,109623463
SNORA118,109623483
SNORA119,109623464
GEM,2669
SPOCD1,90853
SNORA110,106635545
SNORA111,106635546
SNORA112,109623481
RPP21,79897
SNORA10B,109616960
FETUB,26998
RPP25,54913
ENTPD1-AS1,728558
RPS18P9,645958
SYCE3,644186
SYCE2,256126
SYCE1,93426
SNORA120,109729112
PRR5-ARHGAP8,553158
SNORA11C,100124540
SNORA11D,100124541
SNORA11E,101340250
SNORA11F,109617000
GFY,100507003
SNORA11G,109616961
FTO-IT1,100505692
SYT5,6861
SYT4,6860
SYT3,84258
MGAM,8972
SYT2,127833
SYT1,6857
PRKX-AS1,100873944
NEUROG2-AS1,105377372
RPP40,10799
GGH,8836
SYT9,143425
SYT8,90019
MANBAL,63905
SYT7,9066
GGN,199720
SYT6,148281
GH2,2689
GH1,2688
MIR194-2HG,105369343
BASP1P1,646201
DMKN,93099
GHR,2690
TGIF1,7050
TGIF2,60436
SPIDR,23514
GIP,2695
SAMMSON,101927152
ATP6V1B2,526
ATP6V1B1,525
CASC11,100270680
TLR8-AS1,349408
REP15,387849
GK2,2712
GK5,256356
SPOCK2,9806
SPOCK3,50859
CASC19,103021165
SPOCK1,6695
CASC18,101929110
CASC17,101928165
ENTR1,10807
RPP14,11102
CASC16,643714
CASC15,401237
CASC23,103581031
ATF7IP,55729
CASC22,283854
CASC21,103021164
CASC20,101929244
FAHD1,81889
MIR4500HG,642345
BCDIN3D-AS1,100286844
GLA,2717
ZNF197-AS1,100874094
ANKLE2,23141
ANKLE1,126549
G2E3-AS1,105370431
DMP1,1758
FAM95B1,100133036
MIR4436A,100616399
ANKRD20A1,84210
GLS,2744
LOC100129034,100129034
CSPP1,79848
AP1S2,8905
AP1S1,1174
AP1S3,130340
SPANXB1,728695
GML,2765
RARB-AS1,105376997
ADPRH,141
ADPRS,54936
ADPRM,56985
SPANXA2,728712
SPANXA1,30014
GNE,10020
PRR7-AS1,340037
SEH1L,81929
TPTE2P5,100616668
TPTE2P6,374491
TPTE2P3,220115
TPTE2P1,646405
GNS,2799
OR5M11,219487
OR5M10,390167
LYPLAL1-DT,643723
DMPK,1760
GRTP1,79774
SNAI3,333929
GP2,2813
GP6,51206
GP5,2814
GP9,2815
H19,283120
SNAI1,6615
SNAI2,6591
GPI,2821
YJEFN3,374887
GPT,2875
TIMP2,7077
TIMP3,7078
TIMP1,7076
TEAD1,7003
TEAD2,8463
TIMP4,7079
TEAD3,7005
TEAD4,7004
NUTF2,10204
LOC100240728,100240728
LOC100240734,100240734
GCHFR,2644
TMSB15A,11013
TMSB15B,286527
LOC100240735,100240735
CACTIN,58509
SOCS2-AS1,144481
MGLL,11343
GRN,2896
GRP,2922
SGMS1,259230
TIMM9,26520
SGMS2,166929
APOLD1,81575
SCAF8,22828
GPNMB,10457
GSC,145258
DMTN,2039
GSN,2934
MGMT,4255
GSS,2937
GSR,2936
SLC8B1,80024
SCAF1,58506
SCAF4,57466
LOC100130027,100130027
SLC8A3,6547
LOC100132686,100132686
RAB3B,5865
ANKRD13C,81573
RAB3C,115827
ANKRD13B,124930
RAB3A,5864
ANKRD13D,338692
RAB3D,9545
SYAP1,94056
IL5RA,3568
SLC8A1,6546
SLC8A2,6543
RAB43,339122
RAB44,401258
RAB41,347517
RAB42,115273
SLC39A9,55334
SLC39A6,25800
SLC39A5,283375
SLC39A8,64116
SLC39A7,7922
SLC39A2,29986
SLC39A1,27173
SLC39A4,55630
ANKRD13A,88455
SLC39A3,29985
RAB2A,5862
RAB2B,84932
PANCR,110231149
RAB32,10981
LBHD1,79081
RAB30,27314
RAB31,11031
RAB36,9609
RAB37,326624
DMWD,1762
RAB34,83871
EIF4E1B,253314
RAB35,11021
RAB38,23682
RAB5B,5869
RAB5C,5878
LOC400499,400499
MROCKI,285758
RAB6A,5870
RAB6B,51560
AP1M2,10053
NIFK-AS1,254128
AP1M1,8907
RAB4A,5867
RAB4B,53916
SCP2D1,140856
P4HA1,5033
P4HA2,8974
P4HA3,283208
CSPG5,10675
CSPG4,1464
RAB5A,5868
ADPGK,83440
FTCD,10841
MIR6729,102466982
MIR6727,102465435
MIR6728,102465436
AP1G2,8906
LOC102724612,102724612
AP1G1,164
MIR6726,102465434
MIR6721,102466190
URAHP,100130015
MIR6722,102465431
MIR6720,102466720
SLC13A1,6561
SLC13A2,9058
SLC13A3,64849
SLC13A4,26266
CHPF2,54480
MIR4433A,100616265
MIR4433B,102465833
MIR6718,102465430
MIR6719,102465974
MIR6716,102466719
MIR6717,102465428
AOPEP,84909
LOC102724624,102724624
TBC1D22A-AS1,642757
RAB1A,5861
NUTM1,256646
RAB1B,81876
FRG1-DT,728339
LBHD2,107984640
FBXL22,283807
RAB21,23011
FBXL20,84961
RAB20,55647
MSTO1,55154
PRKAR1B-AS2,101927000
RAB25,57111
RAB26,25837
RAB23,51715
PRKAR1B-AS1,101926963
RAB24,53917
LOC400464,400464
RAB29,8934
RAB28,9364
SLC13A5,284111
RNGTT,8732
FBXL19,54620
FBXL17,64839
FBXL18,80028
FBXL15,79176
FBXL16,146330
FBXL13,222235
FBXL14,144699
FBXL12,54850
TNRC6C,57690
RAB10,10890
RAB14,51552
VAPA,9218
PSAT1,29968
RAB15,376267
VAPB,9217
RAB12,201475
RAB13,5872
RAB18,22931
RAB19,401409
RAB17,64284
TNRC6A,27327
TNRC6B,23112
PANK4,55229
XGY2,100132596
PANK2,80025
TRAF3IP3,80342
PANK3,79646
CALML5,51806
TRAF3IP2,10758
CALML6,163688
TRAF3IP1,26146
PANK1,53354
MIR548XHG,101927797
CALML3,810
MIR663A,724033
CALML4,91860
MIR663B,100313824
KAT5,10524
FTH1,2495
LONP1,9361
MIR202HG,101927671
KAT8,84148
LONP2,83752
KAT7,11143
SPDYE7P,441251
TKTL2,84076
TKTL1,8277
ATP6V0E1,8992
XXYLT1-AS1,100874528
ESCO1,114799
XXYLT1-AS2,101410543
TINF2,26277
AP1B1,162
AP1AR,55435
ESCO2,157570
LUCAT1,100505994
DNA2,1763
ATP6V0D1,9114
ATP6V0D2,245972
TWIST2,117581
TWIST1,7291
MYL12A,10627
MYL12B,103910
DND1,373863
ATP6V0A2,23545
TNRC17,27321
TNRC18,84629
ATP6V0A4,50617
ATP6V0A1,535
USP32P2,220594
FUT8-AS1,645431
VAT1,10493
VASP,7408
USP32P1,162632
USP32P3,347716
TINCR,257000
TYMSOS,494514
VASN,114990
LOC102724604,102724604
HAL,3034
FUBP3,8939
FUBP1,8880
PANO1,101927423
COL18A1,80781
ZFAS1,441951
MIR3199-1,100423034
MIR3199-2,100422998
PDE11A-AS1,105373764
HBB,3043
HBD,3045
HBD,100187828
HBM,3042
DNER,92737
LUNAR1,104564224
TINAG,27283
RALGPS1,9649
GABPA,2551
RAB8A,4218
RALGPS2,55103
RAB8B,51762
VAV3,10451
HBZ,3050
RAB6C,84084
RAB6D,150786
SCAT8,112935969
GPBAR1,151306
RENBP,5973
VAV1,7409
VAV2,7410
HCK,3055
CDCP1,64866
CDCP2,200008
RAB7B,338382
SCAT2,112935960
SCAT1,101928710
RAB7A,7879
HDC,3067
ZNF2,7549
ZNF3,7551
ZNF8,7554
ZNF7,7553
PSMC3IP,29893
DUOX1,53905
IBA57-DT,574432
FTMT,94033
UBTD2,92181
UBTD1,80019
GABRE,2564
ATP6V0E2,155066
GABRD,2563
HDX,139324
DUOX2,50506
GABRQ,55879
GABRP,2568
PLAC8L1,153770
MIR664B,100847052
VAX1,11023
VAX2,25806
MIR664A,100302234
CAPZA3,93661
CAPZA1,829
CAPZA2,830
RAB9A,9367
RAB9B,51209
HFE,3077
LOC93622,93622
FAIM2,23017
VASH1-AS1,100506603
TRAPPC12,51112
TRAPPC11,60684
TRAPPC13,80006
NANOS1,340719
NANOS2,339345
SZT2,23334
TRAPPC2L,51693
SPDYE11,100996746
HGD,3081
SPDYE13,105180390
NANOS3,342977
SPDYE14,641776
HGF,3082
SPDYE15,105180391
SPDYE16,102723555
KAZN,23254
TRAPPC2B,10597
SPDYE17,102723849
SPDYE18,100505767
HGS,9146
TRAPPC3L,100128327
TRHDE,29953
A2M-AS1,144571
LOC105378663,105378663
LOC100288728,100288728
SEPSECS,51091
SPDYE2B,100310812
NTM-AS1,101929637
IGHV1OR15-1,388077
LOC642929,642929
IGHV1OR15-3,646370
LOC100144595,100144595
HAPLN3,145864
HAPLN4,404037
HK2,3099
HAPLN1,1404
HK1,3098
HAPLN2,60484
HK3,3101
HJV,148738
RNU4ATAC,100151683
TMPRSS11A,339967
TMPRSS11B,132724
AXIN1,8312
AXIN2,8313
TMPRSS11E,28983
TMPRSS11F,389208
DNM1,1759
DNM2,1785
TMPRSS11D,9407
DNM3,26052
CETN4P,729338
TRAPPC6A,79090
TRAPPC6B,122553
DNLZ,728489
HLF,3131
LOC642943,642943
OACYLP,390858
CCL15-CCL14,348249
RNF113A,7737
RNF113B,140432
HLX,3142
LEPROTL1,23484
PDIA3P1,171423
TP73-AS1,57212
SNORA6,574040
MAPKBP1,23005
SNORA4,619568
SNORA9,677798
SNORA8,654320
LOC102724378,102724378
OR10AC1,392133
EPB41L4A-AS1,114915
SNORA1,677792
OR10AD1,121275
LOC100421746,100421746
NCBP2-AS1,100874001
HPD,3242
LOC390877,390877
ARF4-AS1,106144532
HPN,3249
FIGNL2,401720
HPR,3250
GIGYF2,26058
HPX,3263
FIGNL1,63979
SNORD8,319103
SNORD9,692053
GPR17,2840
SNORD6,692075
SNORD7,692076
GPR15,2838
GPR12,2835
EXOC6B,23233
BHMT,635
HRC,3270
SNORA40B,109616967
SNORA40C,109616968
HRG,3273
SNORD5,692072
SNORD2,619567
GPR18,2841
GPR19,2842
HRK,8739
GPR27,2850
GPR25,2848
GPR26,2849
GPR21,2844
GPR22,2845
GPR20,2843
MAFA-AS1,104326051
LRRC37A4P,55073
LOC100130357,100130357
SH3BGRL2,83699
SH3BGRL3,83442
GPR39,2863
SEMA3F-AS1,100129060
GPR37,2861
GPR34,2857
GPR35,2859
GPR32,2854
GPR33,2856
GPR31,2853
DNTT,1791
MANEAL,149175
MIR3663HG,101927704
VN1R1,57191
VN1R2,317701
VN1R3,317702
TIMM23B-AGAP6,113218477
VN1R4,317703
VN1R5,317705
ERVFRD-1,405754
GPR45,11250
LOC389895,389895
HTT,3064
GPR42,2866
LOC102724357,102724357
SRPX2,27286
MICALL1,85377
AP2S1,1175
MICALL2,79778
SRSF10,10772
SRSF11,9295
SRSF12,135295
GPR55,9290
GPR52,9293
GPR50,9248
PRKCA-AS1,101928001
RPS16P5,647190
SUGT1P4-STRA6LP,100499484
EXOC1L,644145
HSD17B7P2,158160
MICB-DT,102725068
SH2D7,646892
GPR68,8111
GPR65,8477
GPR63,81491
GPR61,83873
GPR62,118442
SLC9C1,285335
SLC9C2,284525
LOC100129316,100129316
CARD8-AS1,100505812
SH2D6,284948
SH2D5,400745
AP2M1,1173
SLC38A1,81539
ILF3-DT,147727
GPR78,27201
GPR75,10936
LOC100129307,100129307
SLC9B1,150159
SLC9B2,133308
SLC9A2,6549
SLC9A3,6550
SLC9A4,389015
SLC9A5,6553
SLC9A6,10479
SLC9A7,84679
SLC9A8,23315
SLC9A9,285195
ZNF664-RFLNA,100533183
MHRT,104564225
SNRNP200,23020
GPR87,53836
GPR88,54112
GPR85,54329
GPR83,10888
GPR84,53831
GPR82,27197
GSTM2P1,442245
SLC9A1,6548
SLC38A7,55238
SLC38A6,145389
HYI,81888
SLC38A9,153129
SLC38A8,146167
LOC100130331,100130331
SLC38A3,10991
SLC38A2,54407
SLC38A5,92745
PRKAG2-AS1,100505483
SLC38A4,55089
LOC102724323,102724323
NFKB1,4790
NFKB2,4791
GNL3L,54552
UBLCP1,134510
NFE2L3,9603
NFE2L1,4779
NFE2L2,4780
LOC389834,389834
LOC389831,389831
TSSK1B,83942
VBP1,7411
MIR5701-1,100847060
MIR5701-2,100847005
MIR5701-3,103504741
PLCB1-IT1,100874337
GIGYF1,64599
L3MBTL4,91133
GTF3C1,2975
GTF3C2,2976
GTF3C3,9330
GTF3C4,9329
GTF3C5,9328
GTF3C6,112495
SH2B3,10019
SH2B2,10603
SH2B1,25970
SLC12A2,6558
SLC12A3,6559
SLC12A4,6560
SLC12A5,57468
SLC12A1,6557
AHCYL2,23382
AHCYL1,10768
BPIFA1,51297
BPIFA3,128861
BPIFA2,140683
SLC12A6,9990
SLC12A7,10723
SLC12A8,84561
SLC12A9,56996
MIR194-2,406970
PAQR8,85315
MIR194-1,406969
PAQR9,344838
PAQR6,79957
PAQR7,164091
PAQR4,124222
ANTXRLP1,100996567
PAQR5,54852
MIR892C,102466721
PAQR3,152559
MIR892B,100126307
MIR892A,100126342
HNF1B,6928
HNF1A,6927
PPP1R3G,648791
PPP1R3F,89801
STX1B,112755
PPP1R3C,5507
PPP1R3B,79660
PPP1R3E,90673
PPP1R3D,5509
PPP1R42,286187
VSIG10L2,338667
STX1A,6804
PPP1R37,284352
L3MBTL1,26013
PPP1R36,145376
L3MBTL3,84456
L3MBTL2,83746
PPP1R32,220004
PPP1R35,221908
MIR891B,100126304
MIR891A,100126341
ANKRD19P,138649
PPP1R3A,5506
PPP1R2B,153743
PPP1R2C,80316
PPP1R26,9858
PPP1R27,116729
MIR3689D1,100616131
PPP1R21,129285
MIR3689D2,100616344
BPIFB2,80341
BPIFB1,92747
PPP1R1A,5502
BPIFB4,149954
BPIFB3,359710
PPP1R1C,151242
ID2,3398
BPIFB6,128859
PPP1R1B,84152
ID1,3397
ID4,3400
ID3,3399
ANKRD18B,441459
ANKRD18A,253650
LOC105376194,105376194
SNORA38B,100124536
PPP1R17,10842
PPP1R11,6992
PPP1R10,5514
KIF14,9928
HNF4G,3174
MIA2,4253
KIF12,113220
AP2A1,160
MIA3,375056
KIF11,3832
IDE,3416
KIF17,57576
AP2A2,161
PPP1R18,170954
KIF15,56992
SPANXN1,494118
SPANXN3,139067
SPANXN2,494119
KIF19,124602
SPANXN5,494197
SPANXN4,441525
HNF4A,3172
KIF1C,10749
IDS,3423
KIF1B,23095
KIF1A,547
NDEL1,81565
TLCD3A,79850
KIF25,3834
KIF24,347240
KIF23,9493
MMEL1,79258
KIF22,3835
TLCD3B,83723
KIF27,55582
OOEP,441161
KIF2A,3796
KIF2C,11004
KIF2B,84643
CFL1P1,142913
STX12,23673
LANCL1-AS1,102724820
STX17,55014
STX16,8675
STX19,415117
STX18,53407
XIAP,331
FUOM,282969
COL19A1,1310
STX11,8676
STX10,8677
MICA,100507436
MICB,4277
ERCC6L2,375748
MIB2,142678
AP2B1,163
DOHH,83475
MIAT,440823
MIB1,57534
FOXD2-AS1,84793
ERCC6L,54821
MIDN,90007
IHH,3549
KIF5C,3800
KIF5B,3799
KIF5A,3798
G6PD,2539
SNORA35B,109617004
MID1,4281
MID2,11043
DOK1,1796
DOK2,9046
LRRC37A8P,100533789
DOK3,79930
LOC221946,221946
DOK4,55715
DOK5,55816
DOK6,220164
DOK7,285489
SNORA36A,677817
TMED10,10972
SNORA36B,677818
SNORA36C,100124535
RNU6ATAC35P,106481171
SEL1L,6400
PSEN2,5664
PSEN1,5663
FUT2,2524
LRRC37A6P,387646
FUT1,2523
FUT4,2526
FUT3,2525
FUT6,2528
FUT5,2527
FUT8,2530
FUT7,2529
KIF3B,9371
KIF3A,11127
FUT9,10690
KIF3C,3797
ITPRID2,6744
ITPRID1,223075
TTC3-AS1,100874006
PHF10,55274
PHF12,57649
PHF11,51131
AGBL5-AS1,100874031
DOLK,22845
LRRC37A5P,652972
IL2,3558
IL4,3565
IL3,3562
IL6,3569
IL5,3567
KIF4B,285643
IL7,3574
KIF4A,24137
IL9,3578
PHF14,9678
PHF13,148479
ADNP-AS1,101927631
PHF19,26147
SNED1,25992
ILK,3611
OR10AG1,282770
PPP1R9A,55607
B4GALT1-AS1,101929639
PPP1R9B,84687
ADAMTS19-AS1,103689846
B3GALT5-AS1,114041
CNPPD1,27013
COPG2IT1,53844
MIR3913-2,100500868
MIR3913-1,100500903
LMBRD1,55788
VCAN,1462
LMBRD2,92255
SNORA30B,109616992
INA,9118
SEPT5-GP1BB,100526833
INS,3630
PDLIM1,9124
PDLIM3,27295
PDLIM2,64236
SNORA31B,109616966
TAS1R2,80834
TAS1R1,80835
WARS2-AS1,101929147
PDLIM5,10611
TAS1R3,83756
PDLIM4,8572
PDLIM7,9260
MBTPS1,8720
MIIP,60672
MAPK14,1432
MAPK15,225689
MAPK12,6300
U2SURP,23350
MAPK13,5603
MAPK10,5602
MAPK11,5600
CHPT1,56994
PMFBP1,83449
MBTPS2,51360
SERPINE2,5270
SERPINE3,647174
SERPINE1,5054
IPP,3652
CHKB-CPT1B,386593
IPW,3653
DCANP1,140947
DUS4L,11062
EARS2,124454
PRIMA1,145270
ISY1-RAB43,100534599
TRIQK,286144
LOC389765,389765
SERPINF1,5176
SERPINF2,5345
BIN3,55909
BIN2,51411
BIN1,274
LOC100130283,100130283
SERPING1,710
YME1L1,10730
DUS3L,56931
MAPKAP1,79109
RAD21,5885
SERPINH1,871
DNAJC25-GNG10,552891
LOC100130298,100130298
SIVA1,10572
TRIP4,9325
ISX,91464
LOC105378933,105378933
TRIP6,7205
SERPINI2,5276
RAD17,5884
DUS1L,64118
SERPINI1,5274
RAD18,56852
SERPINA2,390502
SERPINA3,12
ITK,3702
SERPINA1,5265
SPIN4,139886
SPIN3,169981
SRP54,6729
SERPINA9,327657
SERPINA6,866
SERPINA7,6906
SERPINA4,5267
LOC102724452,102724452
SERPINA5,5104
FCRLA,84824
TRIM8,81603
FCRLB,127943
TRIM9,114088
LOC100130238,100130238
CSRP3,8048
PIP4P2,55529
TRIM6,117854
CSRP2,1466
PIP4P1,90809
TRIM7,81786
CSRP1,1465
TRIM4,89122
TRIM5,85363
TRIM2,23321
TRIM3,10612
SPIN1,10927
RACK1,10399
AP3S2,10239
AP3S1,1176
FCRL1,115350
SERPINB3,6317
FCRL2,79368
SERPINB4,6318
MIOX,55586
SERPINB1,1992
SERPINB2,5055
FCRL5,83416
MIOS,54468
FCRL6,343413
FCRL3,115352
FCRL4,83417
ITPK1,3705
SERPINB9,5272
LOC102724467,102724467
SERPINB7,8710
NUDT16L1,84309
SERPINB8,5271
SERPINB5,5268
SERPINB6,5269
ITPKB,3707
ITPKC,80271
IVD,3712
FALEC,100874054
ITPKA,3706
IVL,3713
SERPINC1,462
SLC22A20P,440044
CHRND,1144
SRP72,6731
CHRNG,1146
CHRNE,1145
LOC100129291,100129291
MISP,126353
LOC400627,400627
LOC400622,400622
SERPIND1,3053
GTF2H1,2965
SRP68,6730
GTF2H2,2966
GTF2H3,2967
GTF2H4,2968
GTF2H5,404672
MIR4527HG,110175910
LOC100130268,100130268
SEMA5A,9037
CHRM2,1129
SEMA5B,54437
CHRM3,1131
CHRM1,1128
CHRM4,1132
CHRM5,1133
FABP12,646486
IYD,389434
SPART-AS1,100507135
TECTA,7007
TECTB,6975
SEMA6B,10501
TPD52,7163
BIVM,54841
SEMA6C,10500
ANKRD36C,400986
LOC654780,654780
SEMA6A,57556
SEMA6D,80031
LOC102724421,102724421
MITF,4286
SCN1A-AS1,101929680
GTF2F1,2962
GTF2F2,2963
TMBIM7P,105375396
LOC100130207,100130207
SLX1B-SULT1A4,100526831
XIST,7503
TTPAL,79183
ANKRD36B,57730
SEMA7A,8482
RHOBTB3,22836
ITPR1,3708
ITPR2,3709
LOC102724434,102724434
ITPR3,3710
VTCN1,79679
GTF2E1,2960
RHOBTB1,9886
GTF2E2,2961
RHOBTB2,23221
ANKRD34B,340120
ANKRD34A,284615
SLC37A2,219855
SLC37A1,54020
ANKRD34C,390616
TECRL,253017
NSFL1C,55968
RAD9B,144715
RAD9A,5883
LMBR1L,55716
LOC390705,390705
ANKRD33B,651746
SYCP2,10388
SYCP1,6847
